predicted,actual
28.25,30
55.99,65
27.45,20
31.02,27
39.62,57
48.57,55
40.81,50
15.68,0
65.23,71
10.63,0
50.4,63
39.42,47
12.065,5
51.66,60
6.17,0
8.83,0
52.29,59
21.75,3
19.73,0
24.28,0
47.96,60
56.44,65
35.68,54
57.5,69
15.48,0
49.01,60
23.66,18
12.63,2
45.12,60
33.82,36
12.57,0
42.61,45
45.15,56
50.78,55
13.42,1
24.7,21
50.6,55
14.68,5
50.99,64
68.27,78
35.56,38
40.19,37
64.68,76
32.31,24
54.66,72
47.46,51
34.12,28
51.99,62
33.89,38
67.37,80
48.83,62
17.63,0
45.07,47
56.52,68
52.11,63
26.71,29
65.47,76
40.02,39
38.71,50
46.01,50
55.88,68
45.64,47
74.89,87
42.22,50
50.08,58
55.92,63
14.97,14
30.51,30
45.61,54
45.69,50
30.82,37
52.46,58
39.05,47
57.5,60
29.91,31
12.6,0
5.73,0
62.53,73
52.3,57
33.84,46
5.49,0
60.67,72
44.35,53
6.465,0
9.88,0
43.7,45
15.11,14
64.6025,77
55.81000000000001,65
58.73,68
32.67,34
40.16,42
11.43,0
13.3,0
57.48,60
12.27,0
63.48,82
56.03,58
66.07166666666667,70
70.85,77
28.29,26
36.02,47
11.59,0
31.03,35
62.77,77
54.54,65
37.16,42
8.11,0
8.46,0
8.98,0
46.65,51
12.11,0
15.54,2
41.39,43
7.9,0
39.92,43
30.97,35
56.16,71
56.04,68
7.89,0
3.86,0
12.94,1
17.89,0
53.04,67
58.9,65
40.28,41
25.11,18
21.68,17
29.01,32
54.12,59
17.34,4
11.58,1
43.98,48
40.63,45
14.64,8
24.11,16
47.58,59
50.26,61
22.76,0
44.89333333333334,52
29.19,30
39.67,43
7.09,0
7.62,0
42.16,39
10.81,0
52.56266666666667,59
43.97,53
52.08,56
47.2,51
42.14,45
52.65,56
75.46,84
50.39,60
47.75,52
42.99,48
28.66,31
22.93,25
17.28,0
42.57,45
37.94,41
11.49,1
51.6,56
63.81,71
30.1,28
48.4,55
5.29,0
10.93,0
10.75,0
39.95,41
9.6,0
11.79,0
20.67,11
5.85,0
36.37,45
22.23,18
10.72,0
59.26,72
30.41,34
50.98,62
4.83,0
55.7,68
26.98,26
49.14,65
18.65,9
14.81,0
62.12,70
32.46,37
20.1,5
18.84,9
44.3,48
34.84,36
46.68,53
58.08666666666666,71
12.98,0
42.15,59
41.91,48
10.13,0
38.89,45
5.87,0
51.96,58
13.57,0
26.42,32
24.01,23
64.04,72
68.96,80
64.96,74
13.12,0
34.5,34
37.74,39
39.13,40
47.58,53
40.71,46
27.92,21
65.87,76
12.44,0
65.87,71
6.83,0
12.56,5
17.51,7
59.05,69
12.13,0
13.26,0
34.76,37
62.83,75
10.56,0
38.91,47
50.22,61
6.55,0
11.1,0
60.1,75
47.91,56
30.17,33
43.17,45
47.38,51
61.02,79
44.91,53
61.81,71
10.64,5
46.18,48
30.12,31
17.56,7
21.35333333333333,5
41.57,51
45.95,51
63.84,77
63.25,70
68.02,77
46.71,54
31.48,18
46.27,55
28.99,34
8.05,0
44.31,51
35.76742857142856,50
45.13,59
51.9,73
8.81,0
29.97,29
57.09,71
18.13,11
18.76,0
51.28,66
25.28,30
36.62,40
28.44,28
28.34,28
17.135,3
38.96,40
58.3,70
6.5,0
35.27,40
4.16,0
56.75,69
23.41,23
22.66,8
56.85,69
7.47,0
32.92,32
19.605999999999998,1
9.67,0
44.19,45
36.62,35
3.61,0
41.97,41
33.5,29
48.53,58
28.09,35
10.88,0
24.27,22
64.9,76
35.1,38
62.23,65
11.6,0
54.93,61
5.29,0
9.62,0
38.73,39
11.6,0
36.593333333333334,36
55.56,70
14.98,0
50.24,58
13.45,7
10.298333333333332,0
43.58,47
50.64,54
29.52,32
36.51,40
53.73,68
8.95,5
24.48,21
28.44,28
22.15,0
6.33,0
45.78,46
21.65,0
12.91,2
54.84,65
37.12,38
33.03,34
10.94,1
43.21,62
29.59,30
59.87,66
18.29,16
45.37,55
42.07,46
56.05,70
43.63,52
41.59,46
8.13,0
9.77,0
40.15,41
6.17,0
49.37,62
9.68,0
35.41,40
26.31,17
54.63,66
4.58,0
41.59,46
57.19,75
8.97,0
15.23,6
16.19,1
33.98,43
69.34,82
43.94,59
34.51,37
33.97,29
10.09,0
48.05,53
8.83,0
59.43,74
11.59,0
19.41,0
41.89,47
13.43,0
51.98,62
13.28,2
31.97,36
43.7,48
67.98,78
40.38,46
14.53,0
38.32,45
35.77,40
49.36,63
46.895,55
35.21,40
7.31,2
9.44,0
43.58,54
53.84,60
43.2,44
49.75,55
63.27,77
51.46,54
40.98,49
57.66,68
55.57,68
73.35,79
13.64,0
8.33,0
6.36,1
40.43,52
55.63,71
51.11,62
23.15,21
29.33,35
40.98,49
43.55,50
28.04,30
34.27,41
35.82,34
52.31,66
12.26,0
11.67,0
34.81,32
42.21,55
11.03,0
13.466666666666665,0
12.41,1
10.146666666666667,0
52.58,63
3.02,0
63.56,67
14.27,1
8.1,0
4.57,0
13.98,2
51.25,68
13.91,0
38.31,40
18.77,0
47.46,53
40.31,46
19.74,5
13.68,14
63.99,71
48.82,51
53.92,67
11.11,0
51.95,57
68.38,86
14.433333333333332,8
60.87,72
45.96,54
14.4,2
48.21,59
46.85,53
12.18,1
29.99,28
60.64,60
47.7,58
18.6,5
42.48,53
45.22,48
12.37,0
32.04,42
39.51,52
12.31,3
10.45,0
37.64,43
11.62,0
49.35,57
45.66,59
34.67,38
50.77,51
9.26,0
51.9,61
32.34,38
33.97,39
45.16,53
12.98,0
31.04,33
59.85,63
62.0,73
19.9,8
10.4,0
18.29,16
14.02,9
4.21,0
13.45,0
12.59,0
56.72,67
7.37,0
36.89,38
56.64,67
44.08,46
42.71,57
53.27,63
59.93,73
33.59,36
47.09,47
19.31,17
28.04,36
48.0,59
45.28,55
54.15,64
13.76,0
49.56,60
6.36,0
47.48,56
43.95,55
68.9475,80
8.43,1
15.16,0
61.96,77
57.15,68
46.17,55
73.54,78
47.15,47
17.18,7
61.16666666666667,75
7.59,0
12.46,0
38.92,46
8.096666666666666,0
41.66,47
49.96,61
33.14,33
8.49,4
40.72,43
14.71,6
11.71,2
42.65,47
14.57,0
54.2,65
49.88,44
28.23,35
31.97,32
32.76,30
74.55,94
7.42,0
13.42,0
57.07,59
45.57,57
19.98,9
50.70666666666667,58
8.56,0
19.3,0
49.7,58
58.18,76
59.57666666666667,62
36.3,39
45.27,57
56.56,61
12.15,1
34.13,39
47.93,49
70.625,81
54.51,66
22.12,14
26.35,28
18.34,9
5.43,0
19.05,0
13.87,0
42.03,46
59.586000000000006,75
41.72,45
30.43,30
42.05,58
69.76,79
32.86,39
8.45,0
18.72,13
38.12,43
15.81,0
9.27,0
48.805,62
19.99,7
45.57,53
15.14,1
13.99,0
49.28,51
38.835,33
51.1,74
9.955,0
54.78,72
56.3,61
16.6,0
9.4,0
17.24,6
30.18,32
10.48,0
47.68,54
17.39,11
7.53,0
14.29,0
51.06,57
54.23,77
21.57,2
45.91,50
46.61,47
12.19,1
32.57,37
7.573333333333334,1
43.93,65
65.88,70
49.03,56
54.73,64
7.763333333333334,3
11.165,0
42.12,45
6.18,0
10.42,3
17.12,8
32.05,31
20.11,14
46.91,67
60.51,78
36.01,45
60.75,78
58.0,69
14.49,0
10.12,5
58.45,70
32.48,33
49.55,70
38.81666666666666,50
27.8,33
52.99,62
11.78,0
41.48,50
28.77,23
10.9,0
59.17,75
14.03,0
15.48,0
31.75,32
59.10666666666666,73
50.38,54
9.26,2
27.52,24
49.52,61
12.15,0
30.31,19
18.54,24
52.49,59
36.01,40
56.45,64
34.6,39
58.55,75
59.38,77
43.63,60
36.99,37
7.34,0
17.57,17
8.82,0
18.55,5
51.18,60
57.27,62
53.32,58
46.35,59
69.83,80
41.58,47
12.64,1
33.92,31
28.16,25
45.52,57
62.4,70
35.06,39
60.94,75
33.72,36
32.31,21
24.35,17
10.38,0
56.97,79
41.87,40
52.76,62
40.14,52
11.6,0
9.26,0
35.7,40
46.73,51
37.43,31
31.29,28
23.96,22
28.8,29
11.51,0
30.97,29
13.13,0
12.522,0
10.75,0
20.1,7
57.03,66
10.67,0
7.93,5
8.93,0
29.22,27
51.33,66
8.79,0
59.08,74
8.86,1
7.14,0
68.29,86
44.11,53
31.43,32
21.38,6
12.42,0
53.87,71
41.76,51
57.89,63
7.09,0
27.43,27
35.51,40
7.76,0
51.91,58
37.57,40
43.59,51
23.59,21
15.93,0
60.17,75
63.88,77
10.46,0
51.04,64
17.28,1
46.32,58
15.67,0
40.07,45
49.87,64
38.77,48
52.77,65
15.52,15
39.94,39
9.1,0
12.27,0
48.01,55
48.23,60
14.96,6
42.63533333333333,53
6.45,0
44.3,54
12.93,0
49.3,46
55.46,62
5.36,0
18.89,0
55.16,66
66.0,70
69.78,82
52.99,60
10.73,0
7.81,0
6.48,0
10.97,3
50.0,59
15.26,14
53.19,59
62.93,75
17.63,0
13.48,0
13.91,0
32.14,32
27.56,21
14.09,4
28.6765,5
30.18,32
48.74333333333334,60
9.8,0
52.92,67
28.6765,46
18.43,17
12.28,0
47.78,50
30.71,31
26.45,20
9.393333333333334,6
29.06,30
9.86,0
56.76083333333333,58
7.96,0
46.39,51
10.6,0
55.94,68
7.33,0
18.05,13
42.87,46
11.77,0
9.19,0
68.35,80
17.96,11
44.05,51
8.01,0
41.19,60
62.79,76
20.79,4
43.76,53
30.24,34
53.56,60
12.83,0
43.16,59
51.83,59
27.17,11
24.43,20
39.39,47
14.88,0
10.66,0
62.77,76
53.01,62
9.16,0
25.63,35
28.72,30
10.58,0
38.44,38
13.69,9
12.74,0
56.35,71
31.06,34
55.91,66
40.0,52
41.61,47
37.71,42
26.11,25
33.71,36
21.81,13
36.7,45
59.88,75
50.91,55
14.02,0
37.22,47
9.81,0
44.95,56
11.94,0
22.23,15
70.98,89
46.1,52
27.75,27
15.51,0
10.76,0
13.14,0
10.7,0
61.47,76
7.56,0
5.26,0
44.82,46
51.79,58
22.62,20
15.65,0
40.166666666666664,47
11.64,0
53.22,64
29.46,31
54.26,69
43.44,51
17.89,6
44.08,65
64.72,72
51.66,54
8.43,0
34.19,33
11.24,0
51.1,60
65.09,79
46.26,50
7.13,0
42.63533333333333,37
9.39,0
47.75,55
7.43,2
35.75,36
50.06,55
13.5,0
26.32,26
46.02,50
63.44,73
6.8,0
16.7,5
50.97,51
20.51,11
44.35,52
18.96,0
28.69,36
72.82125,93
11.9,0
51.51,58
43.0,50
63.62833333333334,61
18.38,9
47.82,56
53.17,54
49.74,61
15.72,1
37.77,43
41.17,55
12.26,1
28.14,20
15.95,0
39.49,47
17.77,0
11.45,0
22.79,28
18.4,0
14.29,0
58.53,73
57.16,72
57.73,74
58.85,69
10.64,0
57.08,67
59.07,62
27.75,26
56.66,60
41.13,51
42.72,52
9.39,0
34.66,39
40.17,46
5.33,0
33.88,37
63.68,83
10.63,0
6.04,0
34.4,39
39.71,46
40.67,45
51.46,64
51.46,59
35.76742857142856,21
12.65,0
62.18,76
23.17,13
33.42,35
39.6,40
9.84,0
37.29,46
16.59,10
37.04,44
43.2,48
9.88,0
25.24,13
54.7,64
9.41,0
39.33,47
33.31,34
20.46,1
48.08,60
64.9,73
67.21674999999999,64
20.58,12
32.81,33
57.39,68
16.49,4
9.37,0
57.0,66
51.05,59
12.88,0
41.33,44
12.7,0
20.35,10
37.88,47
55.44,67
56.33,64
53.71,65
32.13,44
35.62,40
57.74,68
59.96,77
29.74,37
37.35,43
15.78,0
17.59,17
59.01,72
35.5,39
20.08,0
12.95,0
45.74,50
58.69,67
70.31,89
44.4,51
6.28,0
58.01,63
14.35,0
55.17,62
37.27,41
7.78,0
57.4,67
11.43,0
8.45,1
42.86,46
53.49,59
6.06,0
13.52,0
41.6,46
29.69,28
15.87,3
14.35,0
11.4,0
58.56,78
57.66,72
58.65,80
26.14,26
11.83,0
27.52666666666667,22
69.83,83
36.762,32
16.98,2
8.92,0
49.505,62
42.99,48
46.42,53
53.69,66
54.57,66
66.79,79
56.19,62
11.1,0
45.27,59
55.75,70
41.34,44
10.2,0
45.9,54
35.36,39
35.84,48
52.95,63
13.64,0
7.3,0
10.32,0
28.02,24
35.45,46
23.3,17
11.0,0
15.07,0
53.32,66
17.88,0
24.56,5
14.82,0
12.69,6
67.57,76
12.225,0
47.18,49
52.65,63
8.0,0
10.99,0
41.53,46
32.54,27
32.87,38
19.974,13
9.58,0
31.62,20
55.89,66
52.46,59
13.39,0
19.21666666666667,0
58.48,70
16.59,3
38.88,45
19.07,16
47.22,52
26.78,29
12.46,0
62.75,71
20.06,0
43.62,48
75.82,82
6.51,0
16.39,0
9.5,0
49.68,60
15.93,0
50.37,62
50.54,52
13.8,0
30.14,28
10.66,0
12.2,0
6.98,0
46.92,62
7.15,0
10.08,0
42.69,47
45.44,57
50.66,58
36.05,34
12.58,0
15.09,0
43.89,46
6.28,0
41.61,43
10.92,1
57.54,68
47.9,52
6.54,0
47.8,57
36.556666666666665,0
56.23,64
22.52,18
9.79,0
38.73,42
45.89,60
10.61,0
6.88,0
14.55,0
44.13,49
31.97,31
58.66,64
23.22,8
44.75,51
46.0,57
21.36,18
62.29,73
45.88,50
32.33,21
37.57,36
50.36,62
48.94,58
46.73,57
37.58,34
38.32,43
13.22,0
45.62,58
25.23,23
12.76,0
68.04,78
20.13,18
8.61,2
55.82,69
15.71,0
54.44,70
12.94,0
37.31,43
26.94,19
22.94,9
54.58,61
48.48,53
61.33,69
62.44333333333333,75
12.87,0
11.5,0
29.87,31
78.165,90
75.83,80
35.0,35
14.783333333333335,4
46.61,51
41.73,52
23.0,16
52.42,65
61.53,73
51.07,59
53.41,58
31.97,40
62.46333333333334,71
47.49,56
16.56,0
5.35,0
3.28,0
49.07,57
38.7,41
28.51,13
16.59,1
47.95,65
67.14,79
16.37,1
9.871666666666666,0
51.27,61
26.21,21
37.43,42
17.39666666666667,0
32.05,35
40.82,57
12.6,0
43.94,50
54.88,60
17.41,7
8.55,0
45.63,47
5.15,0
16.68,0
10.31,0
12.12,0
52.33,67
61.25,78
10.93,0
37.89,48
51.09,56
41.4,47
11.76,0
15.3,0
28.77,36
37.56,34
7.18,0
45.37,51
58.22,70
58.983999999999995,58
38.02,49
14.84,0
40.02,32
34.23,36
53.72,70
30.91,36
38.25666666666667,42
42.54,51
20.48,3
18.95,8
1.17,0
45.17,51
43.56,46
10.55,0
58.98,71
37.925,45
12.78,0
44.53,38
2.1842380952380953,2
16.36,3
44.3,48
12.07,0
43.71,47
36.93,38
55.31,64
24.39,18
16.5,0
18.92,0
52.59,60
54.33,60
27.81,19
7.55,0
9.87,0
17.24,0
10.76,0
15.58,5
52.6,59
36.7,39
40.57,47
18.203333333333333,0
49.85,64
36.27,41
6.06,2
28.88,28
22.11,19
8.14,0
13.89,1
18.81,0
12.19,0
14.22,0
50.6,58
48.89,52
44.69,50
7.42,0
14.66,0
58.55,74
17.6,0
9.8,0
20.72,20
62.22,79
60.2,73
15.32,0
27.05,9
48.57,59
7.25,0
7.29,0
15.73,0
30.78,37
5.87,0
35.95,37
53.73,72
29.16,26
49.86,66
11.77,0
36.4,37
46.36,53
29.38,14
15.47,0
40.44,43
45.84,57
60.31,68
13.35,0
46.96,48
41.41,40
10.01,0
51.355,69
40.26,40
7.22,0
47.95,58
39.72,48
32.69,41
10.87,0
15.894,3
5.69,0
24.1,23
41.5,51
14.98,0
46.85,57
13.62,12
5.66,0
22.17,0
46.27,65
12.75,0
47.21,53
60.49,73
22.33,7
7.98,0
55.64,67
39.43,46
10.45,0
58.59,76
34.64,36
55.84,72
42.56,53
38.85,43
19.54,7
62.21,70
55.19,58
20.4,24
51.62,50
45.35,55
18.51,1
59.8,62
6.76,0
20.45,9
42.56,49
54.06,63
52.375,51
49.3,58
35.56,38
41.16,49
41.88,48
34.87,40
52.18,64
11.07,0
43.1,51
9.59,0
66.35,82
55.52,68
62.16125,76
38.93,44
67.6,74
7.69,0
12.04,9
49.38,58
41.46,48
48.54,64
40.9,50
35.4,47
44.68,48
36.71,44
16.37,4
20.78,15
53.35,56
59.13,77
15.8,0
44.8,51
7.82,0
49.87,66
7.36,0
43.36,51
21.32,0
36.46,41
19.51,7
11.2,0
10.16,0
24.19,9
22.46,14
12.61,0
6.77,0
13.98,15
41.27,44
44.56,61
16.65,0
48.94,56
48.6,59
17.98,0
61.18,78
45.09,49
30.91,17
8.4,0
36.66,49
47.31,53
11.26,0
16.48,4
32.6,35
32.71,37
12.52,0
35.55,37
7.73,0
14.72,0
9.766666666666666,2
39.98,54
28.22,25
63.32,70
9.46,0
5.0,0
15.03,0
39.04,40
15.66,1
52.19,71
48.9,55
9.19,0
48.83,62
33.44,33
58.14,73
13.89,0
64.7,79
37.95,41
65.045,69
8.54,0
17.31,4
48.42,63
40.92,35
7.96,0
4.81,0
52.36,57
61.87,74
64.04,80
18.79,0
60.92,66
61.55,71
43.3,46
28.75,29
35.5,36
17.33,0
8.97,0
15.65,0
16.87,4
48.7,44
52.68,66
6.21,0
13.06,0
36.84,45
9.69,0
67.23,81
14.08,0
10.27,0
56.46,57
11.86,2
41.21,45
18.38,0
49.49,59
48.12,50
33.16,37
52.34,65
12.87,0
28.01,34
31.3,29
26.57,31
54.68,65
52.29,58
52.32,53
25.24,26
45.97,53
50.91,54
45.99,63
34.73,39
22.53,20
8.22,0
45.46,44
10.31,0
40.86,52
4.27,0
40.98,44
54.92,68
45.61,53
60.38,69
50.04,63
42.44,45
31.92,31
14.84,0
5.24,0
17.04,0
13.78,5
59.3,88
47.0,54
35.75,37
45.7,46
22.79,0
34.32,36
45.05,48
56.01,63
33.42,35
44.36,53
22.11,0
18.98,0
22.52,10
13.83,0
26.13,19
9.34,0
54.08,62
11.6,1
39.88,49
48.46,59
40.08,38
13.99,0
17.85,11
57.63,71
16.36,6
56.18,66
40.68,44
46.2,64
9.52,0
38.08,42
10.86,0
50.43,60
40.6,53
42.12,48
13.11,0
9.88,0
13.33,0
49.42,50
45.145333333333326,78
50.94,54
7.82,0
34.81,35
41.98333333333334,51
8.7,0
46.42,50
38.86,42
12.98,0
21.2,20
54.82,70
2.19,0
11.91,4
60.21,71
9.336666666666668,0
7.79,0
21.31,6
55.34,55
56.73,73
26.99,31
49.49,58
12.16,0
17.38,14
42.37,52
53.6,64
39.59,43
9.78,0
37.39,40
11.05,3
55.94,74
13.19,0
9.566666666666666,0
16.77,4
4.52,1
25.25,12
17.38,0
30.77,41
24.85,22
32.839000000000006,58
9.35,0
14.97,4
43.04,52
42.93,52
53.4,63
34.47,36
16.775,0
58.93,67
18.45,14
62.62,76
26.94,31
30.56,34
64.035,67
21.24,6
32.41,37
22.27,3
33.32,33
63.04,81
11.93,7
36.43,37
60.95,66
19.45,16
9.77,0
67.66,81
16.6,0
11.37,0
42.41,46
18.65,14
50.32,58
53.29,68
8.69,0
52.02,62
18.04,8
8.17,0
10.61,0
16.1,0
48.39,47
38.36,43
51.99,68
30.92,30
46.35666666666667,55
14.53,0
38.12,40
17.1,5
41.06,46
29.16,33
41.33,47
65.49,64
66.65,75
7.87,0
62.51,66
56.49,69
37.35,34
3.49,0
42.64,52
67.03,77
44.32,48
14.42,11
10.98,0
26.01,22
56.01,61
58.51,72
28.18,23
45.7,56
60.4,71
63.79,75
49.73,69
39.36,37
21.08,0
13.066666666666668,4
10.55,0
54.49,78
52.39,62
67.31,87
55.6,73
71.28,90
51.5,70
32.66,35
10.74,0
56.6,71
18.11,0
61.62,68
41.83,45
50.29,58
65.18,83
14.88,0
19.12,9
45.63,55
49.91,60
29.46,20
26.71,26
65.95,83
40.28,43
10.19,0
34.54,33
46.38,50
53.88,60
37.32,43
31.3,32
42.15,47
34.77,48
11.68,0
49.03,57
34.24,37
7.55,3
13.58,0
17.87,8
34.89,43
55.64666666666667,65
53.26,63
20.93,6
43.89,57
36.66,25
59.03,68
50.48,60
45.01,60
11.99,0
7.48,0
36.94,44
56.5,61
49.73,57
25.28,30
52.78,64
9.36,0
43.973333333333336,56
20.68,13
62.21,74
13.2,5
63.72,75
43.62,53
11.8,0
39.8,47
7.39,0
41.57,45
13.0,0
9.01,0
29.14,35
10.5,0
76.28,85
56.6,60
39.36,40
45.47,48
35.86,36
11.24,0
51.86,60
50.38,63
24.36,21
55.86,73
39.95,42
47.92,53
55.29,64
47.55,63
16.39,0
9.51,0
72.78,83
14.29,0
26.99,30
51.29,66
76.98,87
34.93,37
9.45,0
9.32,0
47.13,56
53.83666666666666,61
9.488,0
40.41,61
29.93,28
31.93,35
15.4,10
55.61,64
58.29,62
40.33,43
8.06,0
42.75,52
6.7,0
9.91,0
37.05,41
53.04,62
28.56,39
9.71,0
31.71,31
9.13,1
54.16,62
47.05333333333334,49
58.52,80
57.99,69
27.32,22
48.1,60
62.34,65
35.41,33
59.68,71
7.34,0
4.765,0
57.14,76
50.42,57
55.2,62
15.34,2
26.3,25
43.19,59
49.02,63
33.53,30
6.53,0
75.14,90
55.22,64
9.52,0
11.3,0
58.09,71
28.78,26
25.03,27
38.62,38
16.65,8
18.43,15
15.46,0
19.1,15
51.41,57
49.64,63
16.59,13
25.77,25
11.17,0
36.52,39
2.43,0
14.04,2
8.7,0
17.96,0
8.28,0
43.61,48
23.5775,4
16.76,0
8.54,0
15.65,0
44.2,47
16.23,0
12.57,1
40.53,39
35.99,35
34.19,39
32.62,44
56.165,66
10.43,2
48.22,57
33.41,36
9.31,0
67.61,77
21.27,19
46.83,57
9.8,0
23.84,10
45.75,57
41.42,51
36.07,37
36.99,44
33.63,32
12.47,0
33.59,41
9.7,0
19.0,0
50.3,59
12.83,0
60.63,71
40.27,50
56.79,63
44.03,58
54.29,56
8.38,0
20.33,28
41.74,48
35.79,50
8.02,0
10.39,0
6.98,0
51.12,65
45.57,53
5.57,0
13.08,0
22.33,14
33.76,35
58.354666666666674,64
33.34,37
50.14,62
49.58,64
8.43,0
47.12666666666667,58
16.78,0
17.72,12
45.85,56
39.59,46
48.36,55
47.75,53
46.55,59
7.36,0
46.9,51
19.74,12
45.08,47
49.35,62
40.99,50
61.1,85
24.37,0
47.51666666666666,58
47.21,56
11.45,9
15.3,4
11.88,2
29.52,33
39.09,48
9.2,0
46.76,55
57.53,73
22.49,10
25.89,11
48.7,51
24.44,8
9.88,0
53.63,53
10.59,0
39.89,39
59.85,66
20.01,9
8.95,0
19.83,13
51.26,63
34.69,36
7.07,0
58.58,66
13.76,0
8.56,3
11.36,0
6.75,4
34.95,42
29.04666666666667,32
11.32,0
8.57,0
35.85,43
42.49,45
35.55,35
12.51,0
49.8,57
10.15,0
13.36,0
10.62,0
11.74,0
62.84,72
50.96,61
10.94,0
74.56,81
41.57,48
47.59,55
45.11333333333334,47
7.9,0
36.67,43
60.37,71
9.73,0
61.64,78
12.366666666666665,1
39.36,45
13.75,0
16.74,0
11.49,0
63.09,76
74.485,89
52.76,66
44.26,59
62.55,87
12.27,0
25.57,19
15.3,6
40.35,48
44.59,48
23.54,20
42.03,54
63.82,68
7.72,0
23.97,28
46.15,58
31.84,29
13.55,4
29.12,31
38.18,40
9.21,0
13.07,0
14.0,0
44.39,51
50.15,60
71.74,79
54.8,74
42.9,45
38.64,44
38.58,41
12.81,0
15.44,3
27.676,38
18.75,10
46.45,48
6.6,0
9.18,0
43.33,43
13.93,10
47.29,53
59.86,79
23.16,12
71.52,88
59.7,71
11.15,4
63.64,74
59.2,79
17.25,0
35.92,36
14.63,0
39.05,42
12.95,2
7.66,0
9.18,0
52.91,58
27.67,25
45.03,57
36.17,40
49.53,59
13.21,10
34.22,39
55.56,66
34.48,35
72.85,76
55.46,66
54.31,60
54.9,65
42.82,50
11.69,0
15.14,1
18.01,0
34.5,34
58.36,70
2.1842380952380953,0
35.51,41
49.18,61
8.35,0
35.91,36
12.29,0
66.04,79
61.83666666666667,75
57.34,64
25.5,21
59.62,70
59.455,76
34.64,41
9.2,0
38.35,45
40.87,41
20.9,22
45.16,47
19.273333333333333,8
64.42,77
58.73,73
57.3,69
19.22,13
50.7,57
53.49,66
19.3,0
12.69,0
48.19,57
12.96,0
22.73,24
61.83,84
32.81,39
53.51,60
14.44,0
34.4,31
34.19,29
34.32,41
32.39,33
59.105,61
39.42,41
43.22,60
33.49,33
11.646666666666665,0
28.46,20
8.24,0
23.36,4
16.17,5
8.48,0
62.48,81
39.9,48
42.86,44
37.99,45
17.47,6
35.11,34
54.2,70
64.49,78
43.87,52
38.04,38
15.36,10
42.29,52
43.33,46
6.06,0
53.28,68
39.39666666666667,46
8.6,0
26.67,20
16.73,0
57.05,64
48.06,63
44.16,50
59.61,69
13.27,0
13.64,0
16.18,0
47.12,58
12.695,5
33.43,34
31.02666666666667,30
52.07,65
22.65,12
11.61,0
13.92,0
15.07,12
43.12,43
44.04,46
12.69,9
39.4,43
11.97,0
12.16,0
37.8,43
15.65,5
69.22,76
8.76,0
13.39,0
56.45,74
14.16,3
38.66,36
53.9,62
39.43,39
52.16,63
57.4,67
58.58,72
53.78,65
55.88,71
10.62,0
55.27,72
49.13,59
46.07,47
14.564,0
37.64,40
42.2,49
13.74,0
61.79,75
37.79666666666667,43
36.04,41
30.76,27
50.2,55
54.79,64
45.04,47
40.53,47
8.31,0
41.93,46
53.71,60
21.65,17
58.04,70
22.01,16
54.1,67
57.03,77
12.96,0
39.58,34
56.36,64
11.09,0
41.28,54
33.52,39
35.2,40
36.31,37
27.84,24
14.61,0
13.06,0
37.37,39
41.26,43
39.27,39
13.24,0
68.96,86
7.608,1
49.06,55
60.15,75
35.3,37
48.24,57
34.13,43
15.69,5
49.46,57
9.2,2
28.49,23
47.44,53
25.77,25
7.97,0
31.05,32
51.16,64
30.06,32
57.04,67
46.42,58
54.94,56
2.82,0
51.55,57
18.87,15
9.0,0
22.8,24
36.8,39
12.44,6
10.14,0
49.48,53
8.49,0
24.04,25
16.32,5
49.93,63
45.26,55
16.88,15
44.86,55
20.26,14
48.93,47
46.22,56
38.59,43
60.25,80
28.05,26
45.83,51
33.84,38
52.64,72
44.21,45
57.34,63
38.74,39
38.79,34
61.38,79
54.3,67
11.14,0
11.21,4
45.07,50
20.53,0
20.43,15
48.52,57
51.12,61
49.12,57
50.11,62
64.53,73
11.76,0
52.01,57
8.49,0
58.08,72
13.17,0
7.37,5
56.55,70
10.56,0
60.115,70
11.11,0
14.63,0
18.68,0
34.98,38
8.65,0
14.94,0
11.68,0
59.98,72
45.3,50
13.41,0
13.53,0
50.9,59
56.17,63
44.36,52
28.77,23
62.45,69
35.3,41
6.4,0
34.4,34
72.64,80
53.65,63
20.2,13
27.98,36
14.37,0
46.93,51
47.62,57
42.64,49
12.59,0
10.68,0
15.01,0
37.04,40
43.93,45
47.64,49
52.51,60
41.78,47
59.95,65
8.51,0
14.24,3
10.11,0
11.7,0
16.09,10
32.77,33
7.55,0
19.93,7
64.75,65
57.31,65
11.624,0
56.88,72
58.3,68
53.47,65
20.38,22
23.74,22
36.57666666666667,33
31.27,29
58.14,73
59.23333333333333,72
48.25,64
10.66,0
40.17,48
11.42,1
15.07,0
34.34,38
56.23,57
5.42,0
13.88,5
12.58,0
51.14,60
21.58,22
13.75,0
6.45,0
31.78,27
47.57,61
14.71,0
53.11,63
61.09,76
59.29,74
30.23,39
61.9,67
47.38,60
15.28,0
26.99,22
46.31,60
14.04,0
46.43,50
8.3,0
67.21,76
44.52,50
68.06,73
13.61,10
16.89,0
12.02,0
40.46333333333334,43
53.87,64
42.59,28
14.75,0
53.34,60
11.64,0
14.773333333333333,0
50.72,67
56.29,67
50.65,67
18.53,0
22.59,0
58.57,73
59.72,66
47.12,50
38.85,38
15.93,0
50.48,56
42.17,45
36.29,37
45.61,62
55.22,67
18.22,0
18.94,1
34.85,35
12.76,0
8.03,0
35.9,37
36.08,42
